x	y	label	key	showSelected1	group
6.75	-2.3	your<0.40	8	14	-1
21.75	-2.3	p=0.15	9	14	-1
-32.5833333333333	-4.3	free<0.07	10	14	-1
-17.5833333333333	-4.3	p=0.83	11	14	-1
-66.5833333333334	-4.3	longest<10.50	12	14	-1
-47.5833333333334	-4.3	p=0.01	13	14	-1
-75.0833333333334	-5.3	your<0.61	14	14	-1
-58.0833333333333	-5.3	our<0.72	15	14	-1
-59.3333333333333	-6.3	george<0.03	16	14	-1
-42.3333333333333	-6.3	p=0.87	17	14	-1
-38.5833333333333	-5.3	p=0.17	18	14	-1
-26.5833333333333	-5.3	p=0.71	19	14	-1
17.4166666666667	-3.3	longest<15.50	20	14	-1
36.4166666666667	-3.3	p=0.97	21	14	-1
-88.3333333333333	-6.3	p=0.02	22	14	-1
-76.3333333333334	-6.3	p=0.15	23	14	-1
-13.5833333333333	-3.3	p=0.69	24	14	-1
-1.58333333333333	-3.3	p=0.97	25	14	-1
11.4166666666667	-4.3	p=0.46	26	14	-1
23.4166666666667	-4.3	p=0.93	27	14	-1
-65.3333333333334	-7.3	p=0.24	28	14	-1
-53.3333333333334	-7.3	p=0.00	29	14	-1
0	-0.3	$<0.05	1	15	-1
-9	-1.3	remove<0.06	2	15	-1
9	-1.3	hp<0.19	3	15	-1
-20.25	-2.3	!<0.19	4	15	-1
-8.25	-2.3	!<0.05	5	15	-1
-50.5833333333333	-3.3	hp<0.03	6	15	-1
-31.5833333333333	-3.3	average<2.77	7	15	-1
6.75	-2.3	your<0.40	8	15	-1
21.75	-2.3	p=0.15	9	15	-1
-32.5833333333333	-4.3	free<0.07	10	15	-1
-17.5833333333333	-4.3	p=0.83	11	15	-1
-66.5833333333334	-4.3	longest<10.50	12	15	-1
-47.5833333333334	-4.3	p=0.01	13	15	-1
-75.0833333333334	-5.3	your<0.61	14	15	-1
-58.0833333333333	-5.3	our<0.72	15	15	-1
-59.3333333333333	-6.3	george<0.03	16	15	-1
-42.3333333333333	-6.3	p=0.87	17	15	-1
-38.5833333333333	-5.3	p=0.17	18	15	-1
-26.5833333333333	-5.3	p=0.71	19	15	-1
17.4166666666667	-3.3	longest<15.50	20	15	-1
36.4166666666667	-3.3	p=0.97	21	15	-1
-88.3333333333333	-6.3	p=0.02	22	15	-1
-76.3333333333334	-6.3	p=0.15	23	15	-1
-13.5833333333333	-3.3	p=0.69	24	15	-1
-1.58333333333333	-3.3	p=0.97	25	15	-1
11.4166666666667	-4.3	p=0.46	26	15	-1
23.4166666666667	-4.3	p=0.93	27	15	-1
-66.3333333333334	-7.3	edu<0.04	28	15	-1
-52.3333333333333	-7.3	p=0.00	29	15	-1
-72.3333333333333	-8.3	p=0.37	30	15	-1
-60.3333333333334	-8.3	p=0.07	31	15	-1
0	-0.3	$<0.05	1	16	-1
-9	-1.3	remove<0.06	2	16	-1
9	-1.3	hp<0.19	3	16	-1
-20.25	-2.3	!<0.19	4	16	-1
-8.25	-2.3	!<0.05	5	16	-1
-50.5833333333333	-3.3	hp<0.03	6	16	-1
-31.5833333333333	-3.3	average<2.77	7	16	-1
6.75	-2.3	your<0.40	8	16	-1
21.75	-2.3	p=0.15	9	16	-1
-32.5833333333333	-4.3	free<0.07	10	16	-1
-17.5833333333333	-4.3	!<0.56	11	16	-1
-66.5833333333334	-4.3	longest<10.50	12	16	-1
-47.5833333333334	-4.3	p=0.01	13	16	-1
-75.0833333333334	-5.3	your<0.61	14	16	-1
-58.0833333333333	-5.3	our<0.72	15	16	-1
-59.3333333333333	-6.3	george<0.03	16	16	-1
-42.3333333333333	-6.3	p=0.87	17	16	-1
-43.0833333333333	-5.3	p=0.17	18	16	-1
-31.0833333333333	-5.3	p=0.71	19	16	-1
17.4166666666667	-3.3	longest<15.50	20	16	-1
36.4166666666667	-3.3	p=0.97	21	16	-1
-88.3333333333333	-6.3	p=0.02	22	16	-1
-76.3333333333334	-6.3	p=0.15	23	16	-1
-13.5833333333333	-3.3	p=0.69	24	16	-1
-1.58333333333333	-3.3	p=0.97	25	16	-1
11.4166666666667	-4.3	p=0.46	26	16	-1
23.4166666666667	-4.3	p=0.93	27	16	-1
-66.3333333333334	-7.3	edu<0.04	28	16	-1
-52.3333333333333	-7.3	p=0.00	29	16	-1
-72.3333333333333	-8.3	p=0.37	30	16	-1
-60.3333333333334	-8.3	p=0.07	31	16	-1
-19.0833333333333	-5.3	p=0.69	32	16	-1
-7.08333333333334	-5.3	p=0.96	33	16	-1
0	-0.3	$<0.05	1	17	-1
-9	-1.3	remove<0.06	2	17	-1
9	-1.3	hp<0.19	3	17	-1
-20.25	-2.3	!<0.19	4	17	-1
-8.25	-2.3	!<0.05	5	17	-1
-50.5833333333333	-3.3	hp<0.03	6	17	-1
-31.5833333333333	-3.3	average<2.77	7	17	-1
6.75	-2.3	your<0.40	8	17	-1
21.75	-2.3	p=0.15	9	17	-1
-32.5833333333333	-4.3	free<0.07	10	17	-1
-17.5833333333333	-4.3	!<0.56	11	17	-1
-66.5833333333334	-4.3	longest<10.50	12	17	-1
-47.5833333333334	-4.3	p=0.01	13	17	-1
-75.0833333333334	-5.3	your<0.61	14	17	-1
-58.0833333333333	-5.3	our<0.72	15	17	-1
-59.3333333333333	-6.3	george<0.03	16	17	-1
-42.3333333333333	-6.3	p=0.87	17	17	-1
-43.0833333333333	-5.3	p=0.17	18	17	-1
-31.0833333333333	-5.3	p=0.71	19	17	-1
17.4166666666667	-3.3	longest<15.50	20	17	-1
36.4166666666667	-3.3	p=0.97	21	17	-1
-88.3333333333333	-6.3	p=0.02	22	17	-1
-76.3333333333334	-6.3	p=0.15	23	17	-1
-13.5833333333333	-3.3	p=0.69	24	17	-1
-1.58333333333333	-3.3	p=0.97	25	17	-1
11.4166666666667	-4.3	p=0.46	26	17	-1
23.4166666666667	-4.3	p=0.93	27	17	-1
-66.3333333333334	-7.3	edu<0.04	28	17	-1
-52.3333333333333	-7.3	p=0.00	29	17	-1
-73.3333333333334	-8.3	all<0.49	30	17	-1
-59.3333333333333	-8.3	p=0.07	31	17	-1
-19.0833333333333	-5.3	p=0.69	32	17	-1
-7.08333333333334	-5.3	p=0.96	33	17	-1
-79.3333333333333	-9.3	p=0.44	34	17	-1
-67.3333333333333	-9.3	p=0.03	35	17	-1
0	-0.3	$<0.05	1	18	-1
-9	-1.3	remove<0.06	2	18	-1
9	-1.3	hp<0.19	3	18	-1
-20.25	-2.3	!<0.19	4	18	-1
-8.25	-2.3	!<0.05	5	18	-1
-50.5833333333333	-3.3	hp<0.03	6	18	-1
-31.5833333333333	-3.3	average<2.77	7	18	-1
6.75	-2.3	your<0.40	8	18	-1
21.75	-2.3	p=0.15	9	18	-1
-32.5833333333333	-4.3	free<0.07	10	18	-1
-17.5833333333333	-4.3	!<0.56	11	18	-1
-66.5833333333334	-4.3	longest<10.50	12	18	-1
-47.5833333333334	-4.3	p=0.01	13	18	-1
-75.0833333333334	-5.3	your<0.61	14	18	-1
-58.0833333333333	-5.3	our<0.72	15	18	-1
-59.3333333333333	-6.3	george<0.03	16	18	-1
-42.3333333333333	-6.3	p=0.87	17	18	-1
-43.0833333333333	-5.3	p=0.17	18	18	-1
-31.0833333333333	-5.3	p=0.71	19	18	-1
17.4166666666667	-3.3	longest<15.50	20	18	-1
36.4166666666667	-3.3	p=0.97	21	18	-1
-88.3333333333333	-6.3	p=0.02	22	18	-1
-76.3333333333334	-6.3	p=0.15	23	18	-1
-13.5833333333333	-3.3	p=0.69	24	18	-1
-1.58333333333333	-3.3	p=0.97	25	18	-1
11.4166666666667	-4.3	p=0.46	26	18	-1
23.4166666666667	-4.3	p=0.93	27	18	-1
-66.3333333333334	-7.3	edu<0.04	28	18	-1
-52.3333333333333	-7.3	p=0.00	29	18	-1
-73.3333333333334	-8.3	all<0.49	30	18	-1
-59.3333333333333	-8.3	p=0.07	31	18	-1
-19.0833333333333	-5.3	p=0.69	32	18	-1
-7.08333333333334	-5.3	p=0.96	33	18	-1
-80.8333333333333	-9.3	will<1.61	34	18	-1
-65.8333333333334	-9.3	p=0.03	35	18	-1
-86.8333333333334	-10.3	p=0.52	36	18	-1
-74.8333333333333	-10.3	p=0.00	37	18	-1
0	-0.3	$<0.05	1	19	-1
-9	-1.3	remove<0.06	2	19	-1
9	-1.3	hp<0.19	3	19	-1
-20.25	-2.3	!<0.19	4	19	-1
-8.25	-2.3	!<0.05	5	19	-1
-50.5833333333333	-3.3	hp<0.03	6	19	-1
-31.5833333333333	-3.3	average<2.77	7	19	-1
6.75	-2.3	your<0.40	8	19	-1
21.75	-2.3	p=0.15	9	19	-1
-32.5833333333333	-4.3	free<0.07	10	19	-1
-17.5833333333333	-4.3	!<0.56	11	19	-1
-66.5833333333334	-4.3	longest<10.50	12	19	-1
-47.5833333333334	-4.3	p=0.01	13	19	-1
-75.0833333333334	-5.3	your<0.61	14	19	-1
-58.0833333333333	-5.3	our<0.72	15	19	-1
-59.3333333333333	-6.3	george<0.03	16	19	-1
-42.3333333333333	-6.3	p=0.87	17	19	-1
-43.0833333333333	-5.3	p=0.17	18	19	-1
-31.0833333333333	-5.3	p=0.71	19	19	-1
17.4166666666667	-3.3	longest<15.50	20	19	-1
36.4166666666667	-3.3	!<0.31	21	19	-1
-88.3333333333333	-6.3	p=0.02	22	19	-1
-76.3333333333334	-6.3	p=0.15	23	19	-1
-13.5833333333333	-3.3	p=0.69	24	19	-1
-1.58333333333333	-3.3	p=0.97	25	19	-1
8.91666666666667	-4.3	p=0.46	26	19	-1
20.9166666666667	-4.3	p=0.93	27	19	-1
-66.3333333333334	-7.3	edu<0.04	28	19	-1
-52.3333333333333	-7.3	p=0.00	29	19	-1
-73.3333333333334	-8.3	all<0.49	30	19	-1
-59.3333333333333	-8.3	p=0.07	31	19	-1
-19.0833333333333	-5.3	p=0.69	32	19	-1
-7.08333333333334	-5.3	p=0.96	33	19	-1
-80.8333333333333	-9.3	will<1.61	34	19	-1
-65.8333333333334	-9.3	p=0.03	35	19	-1
-86.8333333333334	-10.3	p=0.52	36	19	-1
-74.8333333333333	-10.3	p=0.00	37	19	-1
32.9166666666667	-4.3	p=0.94	38	19	-1
44.9166666666667	-4.3	p=1.00	39	19	-1
0	-0.3	$<0.05	1	20	-1
-9	-1.3	remove<0.06	2	20	-1
9	-1.3	hp<0.19	3	20	-1
-20.25	-2.3	!<0.19	4	20	-1
-8.25	-2.3	!<0.05	5	20	-1
-50.5833333333333	-3.3	hp<0.03	6	20	-1
-31.5833333333333	-3.3	average<2.77	7	20	-1
6.75	-2.3	your<0.40	8	20	-1
21.75	-2.3	p=0.15	9	20	-1
-32.5833333333333	-4.3	free<0.07	10	20	-1
-17.5833333333333	-4.3	!<0.56	11	20	-1
-66.5833333333334	-4.3	longest<10.50	12	20	-1
-47.5833333333334	-4.3	p=0.01	13	20	-1
-75.0833333333334	-5.3	your<0.61	14	20	-1
-58.0833333333333	-5.3	our<0.72	15	20	-1
-59.3333333333333	-6.3	george<0.03	16	20	-1
-42.3333333333333	-6.3	p=0.87	17	20	-1
-43.0833333333333	-5.3	p=0.17	18	20	-1
-31.0833333333333	-5.3	p=0.71	19	20	-1
17.4166666666667	-3.3	longest<15.50	20	20	-1
36.4166666666667	-3.3	!<0.31	21	20	-1
-88.3333333333333	-6.3	p=0.02	22	20	-1
-76.3333333333334	-6.3	p=0.15	23	20	-1
-13.5833333333333	-3.3	p=0.69	24	20	-1
-1.58333333333333	-3.3	p=0.97	25	20	-1
8.91666666666667	-4.3	p=0.46	26	20	-1
20.9166666666667	-4.3	p=0.93	27	20	-1
-66.3333333333334	-7.3	edu<0.04	28	20	-1
-52.3333333333333	-7.3	p=0.00	29	20	-1
-74.3333333333333	-8.3	all<0.49	30	20	-1
-58.3333333333334	-8.3	you<0.36	31	20	-1
-19.0833333333333	-5.3	p=0.69	32	20	-1
-7.08333333333334	-5.3	p=0.96	33	20	-1
-86.5833333333334	-9.3	will<1.61	34	20	-1
-71.5833333333334	-9.3	p=0.03	35	20	-1
-92.5833333333333	-10.3	p=0.52	36	20	-1
-80.5833333333334	-10.3	p=0.00	37	20	-1
32.9166666666667	-4.3	p=0.94	38	20	-1
44.9166666666667	-4.3	p=1.00	39	20	-1
-59.5833333333334	-9.3	p=0.22	40	20	-1
-47.5833333333334	-9.3	p=0.00	41	20	-1
0	-0.3	$<0.05	1	21	-1
-9	-1.3	remove<0.06	2	21	-1
9	-1.3	hp<0.19	3	21	-1
-20.25	-2.3	!<0.19	4	21	-1
-8.25	-2.3	!<0.05	5	21	-1
-50.5833333333333	-3.3	hp<0.03	6	21	-1
-31.5833333333333	-3.3	average<2.77	7	21	-1
6.75	-2.3	your<0.40	8	21	-1
21.75	-2.3	p=0.15	9	21	-1
-32.5833333333333	-4.3	free<0.07	10	21	-1
-17.5833333333333	-4.3	!<0.56	11	21	-1
-66.5833333333334	-4.3	longest<10.50	12	21	-1
-47.5833333333334	-4.3	p=0.01	13	21	-1
-75.9166666666667	-5.3	your<0.61	14	21	-1
-58.9166666666667	-5.3	our<0.72	15	21	-1
-60.1666666666667	-6.3	george<0.03	16	21	-1
-43.1666666666667	-6.3	p=0.87	17	21	-1
-44.9166666666667	-5.3	p=0.17	18	21	-1
-32.9166666666667	-5.3	p=0.71	19	21	-1
17.4166666666667	-3.3	longest<15.50	20	21	-1
36.4166666666667	-3.3	!<0.31	21	21	-1
-89.1666666666667	-6.3	p=0.02	22	21	-1
-77.1666666666667	-6.3	p=0.15	23	21	-1
-13.5833333333333	-3.3	p=0.69	24	21	-1
-1.58333333333333	-3.3	p=0.97	25	21	-1
8.91666666666667	-4.3	p=0.46	26	21	-1
20.9166666666667	-4.3	p=0.93	27	21	-1
-67.1666666666667	-7.3	edu<0.04	28	21	-1
-53.1666666666667	-7.3	p=0.00	29	21	-1
-75.1666666666667	-8.3	all<0.49	30	21	-1
-59.1666666666667	-8.3	you<0.36	31	21	-1
-17.9166666666667	-5.3	your<1.02	32	21	-1
-2.91666666666667	-5.3	p=0.96	33	21	-1
-87.4166666666667	-9.3	will<1.61	34	21	-1
-72.4166666666667	-9.3	p=0.03	35	21	-1
-93.4166666666667	-10.3	p=0.52	36	21	-1
-81.4166666666667	-10.3	p=0.00	37	21	-1
32.9166666666667	-4.3	p=0.94	38	21	-1
44.9166666666667	-4.3	p=1.00	39	21	-1
-60.4166666666667	-9.3	p=0.22	40	21	-1
-48.4166666666667	-9.3	p=0.00	41	21	-1
-23.9166666666667	-6.3	p=0.49	42	21	-1
-11.9166666666667	-6.3	p=0.92	43	21	-1
0	-0.3	$<0.05	1	22	-1
-9	-1.3	remove<0.06	2	22	-1
9	-1.3	hp<0.19	3	22	-1
-20.25	-2.3	!<0.19	4	22	-1
-8.25	-2.3	!<0.05	5	22	-1
-50.5833333333333	-3.3	hp<0.03	6	22	-1
-31.5833333333333	-3.3	average<2.77	7	22	-1
6.75	-2.3	your<0.40	8	22	-1
21.75	-2.3	p=0.15	9	22	-1
-32.5833333333333	-4.3	free<0.07	10	22	-1
-17.5833333333333	-4.3	!<0.56	11	22	-1
-66.5833333333334	-4.3	longest<10.50	12	22	-1
-47.5833333333334	-4.3	p=0.01	13	22	-1
-79.4166666666667	-5.3	your<0.61	14	22	-1
-62.4166666666667	-5.3	our<0.72	15	22	-1
-70.5416666666667	-6.3	george<0.03	16	22	-1
-53.5416666666667	-6.3	p=0.87	17	22	-1
-45.4166666666667	-5.3	your<0.66	18	22	-1
-30.4166666666667	-5.3	p=0.71	19	22	-1
17.4166666666667	-3.3	longest<15.50	20	22	-1
36.4166666666667	-3.3	!<0.31	21	22	-1
-99.5416666666667	-6.3	p=0.02	22	22	-1
-87.5416666666667	-6.3	p=0.15	23	22	-1
-13.5833333333333	-3.3	p=0.69	24	22	-1
-1.58333333333333	-3.3	p=0.97	25	22	-1
8.91666666666667	-4.3	p=0.46	26	22	-1
20.9166666666667	-4.3	p=0.93	27	22	-1
-77.5416666666667	-7.3	edu<0.04	28	22	-1
-63.5416666666667	-7.3	p=0.00	29	22	-1
-85.5416666666667	-8.3	all<0.49	30	22	-1
-69.5416666666667	-8.3	you<0.36	31	22	-1
-15.4166666666667	-5.3	your<1.02	32	22	-1
-0.416666666666675	-5.3	p=0.96	33	22	-1
-97.7916666666667	-9.3	will<1.61	34	22	-1
-82.7916666666667	-9.3	p=0.03	35	22	-1
-103.791666666667	-10.3	p=0.52	36	22	-1
-91.7916666666667	-10.3	p=0.00	37	22	-1
32.9166666666667	-4.3	p=0.94	38	22	-1
44.9166666666667	-4.3	p=1.00	39	22	-1
-70.7916666666667	-9.3	p=0.22	40	22	-1
-58.7916666666667	-9.3	p=0.00	41	22	-1
-17.5416666666667	-6.3	p=0.49	42	22	-1
-5.54166666666666	-6.3	p=0.92	43	22	-1
-41.5416666666667	-6.3	p=0.10	44	22	-1
-29.5416666666667	-6.3	p=0.36	45	22	-1
0	-0.3	$<0.05	1	23	-1
-9	-1.3	remove<0.06	2	23	-1
9	-1.3	hp<0.19	3	23	-1
-20.25	-2.3	!<0.19	4	23	-1
-8.25	-2.3	!<0.05	5	23	-1
-50.5833333333333	-3.3	hp<0.03	6	23	-1
-31.5833333333333	-3.3	average<2.77	7	23	-1
6.75	-2.3	your<0.40	8	23	-1
21.75	-2.3	p=0.15	9	23	-1
-32.5833333333333	-4.3	free<0.07	10	23	-1
-17.5833333333333	-4.3	!<0.56	11	23	-1
-66.5833333333334	-4.3	longest<10.50	12	23	-1
-47.5833333333334	-4.3	p=0.01	13	23	-1
-79.4166666666667	-5.3	your<0.61	14	23	-1
-62.4166666666667	-5.3	our<0.72	15	23	-1
-70.5416666666667	-6.3	george<0.03	16	23	-1
-53.5416666666667	-6.3	p=0.87	17	23	-1
-45.4166666666667	-5.3	your<0.66	18	23	-1
-30.4166666666667	-5.3	p=0.71	19	23	-1
17.4166666666667	-3.3	longest<15.50	20	23	-1
36.4166666666667	-3.3	!<0.31	21	23	-1
-99.5416666666667	-6.3	p=0.02	22	23	-1
-87.5416666666667	-6.3	p=0.15	23	23	-1
-13.5833333333333	-3.3	p=0.69	24	23	-1
-1.58333333333333	-3.3	p=0.97	25	23	-1
8.91666666666667	-4.3	p=0.46	26	23	-1
20.9166666666667	-4.3	p=0.93	27	23	-1
-77.5416666666667	-7.3	edu<0.04	28	23	-1
-63.5416666666667	-7.3	p=0.00	29	23	-1
-85.5416666666667	-8.3	all<0.49	30	23	-1
-69.5416666666667	-8.3	you<0.36	31	23	-1
-15.4166666666667	-5.3	your<1.02	32	23	-1
