x	y	label	key	showSelected1	group
-22.25	-3.95	N=599	13	8	-1
-48.25	-4.95	N=709	14	8	-1
-34.25	-4.95	N=373	15	8	-1
-40.25	-5.95	N=343	16	8	-1
-28.25	-5.95	N=30	17	8	-1
0	0.05	N=3066	1	9	-1
-9	-0.95	N=2309	2	9	-1
9	-0.95	N=757	3	9	-1
-18	-1.95	N=2089	4	9	-1
-6	-1.95	N=220	5	9	-1
-27.5	-2.95	N=1681	6	9	-1
-8.5	-2.95	N=408	7	9	-1
6	-1.95	N=709	8	9	-1
18	-1.95	*N=48	9	9	-1
-9.5	-3.95	N=248	10	9	-1
5.5	-3.95	N=160	11	9	-1
-43.5	-3.95	N=1082	12	9	-1
-24.5	-3.95	N=599	13	9	-1
-50.5	-4.95	N=709	14	9	-1
-36.5	-4.95	N=373	15	9	-1
-42.5	-5.95	N=343	16	9	-1
-30.5	-5.95	N=30	17	9	-1
-15.5	-4.95	N=200	18	9	-1
-3.5	-4.95	N=48	19	9	-1
0	0.05	N=3066	1	10	-1
-9	-0.95	N=2309	2	10	-1
9	-0.95	N=757	3	10	-1
-20.25	-1.95	N=2089	4	10	-1
-8.25	-1.95	N=220	5	10	-1
-33	-2.95	N=1681	6	10	-1
-14	-2.95	N=408	7	10	-1
6.75	-1.95	N=709	8	10	-1
21.75	-1.95	*N=48	9	10	-1
-15	-3.95	N=248	10	10	-1
-3.5527136788005e-15	-3.95	N=160	11	10	-1
-49	-3.95	N=1082	12	10	-1
-30	-3.95	N=599	13	10	-1
-56	-4.95	N=709	14	10	-1
-42	-4.95	N=373	15	10	-1
-48	-5.95	N=343	16	10	-1
-36	-5.95	N=30	17	10	-1
-21	-4.95	N=200	18	10	-1
-9	-4.95	N=48	19	10	-1
4	-2.95	N=106	20	10	-1
16	-2.95	N=603	21	10	-1
0	0.05	N=3066	1	11	-1
-9	-0.95	N=2309	2	11	-1
9	-0.95	N=757	3	11	-1
-20.25	-1.95	N=2089	4	11	-1
-8.25	-1.95	N=220	5	11	-1
-33	-2.95	N=1681	6	11	-1
-14	-2.95	N=408	7	11	-1
6.75	-1.95	N=709	8	11	-1
21.75	-1.95	*N=48	9	11	-1
-15	-3.95	N=248	10	11	-1
-3.5527136788005e-15	-3.95	N=160	11	11	-1
-49	-3.95	N=1082	12	11	-1
-30	-3.95	N=599	13	11	-1
-57.5	-4.95	N=709	14	11	-1
-40.5	-4.95	N=373	15	11	-1
-43	-5.95	N=343	16	11	-1
-31	-5.95	N=30	17	11	-1
-21	-4.95	N=200	18	11	-1
-9	-4.95	N=48	19	11	-1
4	-2.95	N=106	20	11	-1
16	-2.95	N=603	21	11	-1
-67	-5.95	N=569	22	11	-1
-55	-5.95	N=140	23	11	-1
0	0.05	N=3066	1	12	-1
-9	-0.95	N=2309	2	12	-1
9	-0.95	N=757	3	12	-1
-20.25	-1.95	N=2089	4	12	-1
-8.25	-1.95	N=220	5	12	-1
-47.0833333333333	-2.95	N=1681	6	12	-1
-28.0833333333333	-2.95	N=408	7	12	-1
6.75	-1.95	N=709	8	12	-1
21.75	-1.95	*N=48	9	12	-1
-29.0833333333333	-3.95	N=248	10	12	-1
-14.0833333333333	-3.95	N=160	11	12	-1
-63.0833333333333	-3.95	N=1082	12	12	-1
-44.0833333333333	-3.95	N=599	13	12	-1
-71.5833333333334	-4.95	N=709	14	12	-1
-54.5833333333334	-4.95	N=373	15	12	-1
-57.0833333333334	-5.95	N=343	16	12	-1
-45.0833333333334	-5.95	N=30	17	12	-1
-35.0833333333333	-4.95	N=200	18	12	-1
-23.0833333333333	-4.95	N=48	19	12	-1
13.9166666666667	-2.95	N=106	20	12	-1
25.9166666666667	-2.95	N=603	21	12	-1
-81.0833333333333	-5.95	N=569	22	12	-1
-69.0833333333334	-5.95	N=140	23	12	-1
-10.0833333333333	-2.95	N=52	24	12	-1
1.91666666666667	-2.95	N=168	25	12	-1
0	0.05	N=3066	1	13	-1
-9	-0.95	N=2309	2	13	-1
9	-0.95	N=757	3	13	-1
-20.25	-1.95	N=2089	4	13	-1
-8.25	-1.95	N=220	5	13	-1
-50.5833333333333	-2.95	N=1681	6	13	-1
-31.5833333333333	-2.95	N=408	7	13	-1
6.75	-1.95	N=709	8	13	-1
21.75	-1.95	*N=48	9	13	-1
-32.5833333333333	-3.95	N=248	10	13	-1
-17.5833333333333	-3.95	N=160	11	13	-1
-66.5833333333334	-3.95	N=1082	12	13	-1
-47.5833333333334	-3.95	N=599	13	13	-1
-75.0833333333334	-4.95	N=709	14	13	-1
-58.0833333333333	-4.95	N=373	15	13	-1
-60.5833333333333	-5.95	N=343	16	13	-1
-48.5833333333333	-5.95	N=30	17	13	-1
-38.5833333333333	-4.95	N=200	18	13	-1
-26.5833333333333	-4.95	N=48	19	13	-1
17.4166666666667	-2.95	N=106	20	13	-1
36.4166666666667	-2.95	N=603	21	13	-1
-84.5833333333333	-5.95	N=569	22	13	-1
-72.5833333333334	-5.95	N=140	23	13	-1
-13.5833333333333	-2.95	N=52	24	13	-1
-1.58333333333333	-2.95	N=168	25	13	-1
11.4166666666667	-3.95	N=37	26	13	-1
23.4166666666667	-3.95	N=69	27	13	-1
0	0.05	N=3066	1	14	-1
-9	-0.95	N=2309	2	14	-1
9	-0.95	N=757	3	14	-1
-20.25	-1.95	N=2089	4	14	-1
-8.25	-1.95	N=220	5	14	-1
-50.5833333333333	-2.95	N=1681	6	14	-1
-31.5833333333333	-2.95	N=408	7	14	-1
6.75	-1.95	N=709	8	14	-1
21.75	-1.95	*N=48	9	14	-1
-32.5833333333333	-3.95	N=248	10	14	-1
-17.5833333333333	-3.95	N=160	11	14	-1
-66.5833333333334	-3.95	N=1082	12	14	-1
-47.5833333333334	-3.95	N=599	13	14	-1
-75.0833333333334	-4.95	N=709	14	14	-1
-58.0833333333333	-4.95	N=373	15	14	-1
-59.3333333333333	-5.95	N=343	16	14	-1
-42.3333333333333	-5.95	N=30	17	14	-1
-38.5833333333333	-4.95	N=200	18	14	-1
-26.5833333333333	-4.95	N=48	19	14	-1
17.4166666666667	-2.95	N=106	20	14	-1
36.4166666666667	-2.95	N=603	21	14	-1
-88.3333333333333	-5.95	N=569	22	14	-1
-76.3333333333334	-5.95	N=140	23	14	-1
-13.5833333333333	-2.95	N=52	24	14	-1
-1.58333333333333	-2.95	N=168	25	14	-1
11.4166666666667	-3.95	N=37	26	14	-1
23.4166666666667	-3.95	N=69	27	14	-1
-65.3333333333334	-6.95	N=287	28	14	-1
-53.3333333333334	-6.95	N=56	29	14	-1
0	0.05	N=3066	1	15	-1
-9	-0.95	N=2309	2	15	-1
9	-0.95	N=757	3	15	-1
-20.25	-1.95	N=2089	4	15	-1
-8.25	-1.95	N=220	5	15	-1
-50.5833333333333	-2.95	N=1681	6	15	-1
-31.5833333333333	-2.95	N=408	7	15	-1
6.75	-1.95	N=709	8	15	-1
21.75	-1.95	*N=48	9	15	-1
-32.5833333333333	-3.95	N=248	10	15	-1
-17.5833333333333	-3.95	N=160	11	15	-1
-66.5833333333334	-3.95	N=1082	12	15	-1
-47.5833333333334	-3.95	N=599	13	15	-1
-75.0833333333334	-4.95	N=709	14	15	-1
-58.0833333333333	-4.95	N=373	15	15	-1
-59.3333333333333	-5.95	N=343	16	15	-1
-42.3333333333333	-5.95	N=30	17	15	-1
-38.5833333333333	-4.95	N=200	18	15	-1
-26.5833333333333	-4.95	N=48	19	15	-1
17.4166666666667	-2.95	N=106	20	15	-1
36.4166666666667	-2.95	N=603	21	15	-1
-88.3333333333333	-5.95	N=569	22	15	-1
-76.3333333333334	-5.95	N=140	23	15	-1
-13.5833333333333	-2.95	N=52	24	15	-1
-1.58333333333333	-2.95	N=168	25	15	-1
11.4166666666667	-3.95	N=37	26	15	-1
23.4166666666667	-3.95	N=69	27	15	-1
-66.3333333333334	-6.95	N=287	28	15	-1
-52.3333333333333	-6.95	N=56	29	15	-1
-72.3333333333333	-7.95	N=167	30	15	-1
-60.3333333333334	-7.95	N=120	31	15	-1
0	0.05	N=3066	1	16	-1
-9	-0.95	N=2309	2	16	-1
9	-0.95	N=757	3	16	-1
-20.25	-1.95	N=2089	4	16	-1
-8.25	-1.95	N=220	5	16	-1
-50.5833333333333	-2.95	N=1681	6	16	-1
-31.5833333333333	-2.95	N=408	7	16	-1
6.75	-1.95	N=709	8	16	-1
21.75	-1.95	*N=48	9	16	-1
-32.5833333333333	-3.95	N=248	10	16	-1
-17.5833333333333	-3.95	N=160	11	16	-1
-66.5833333333334	-3.95	N=1082	12	16	-1
-47.5833333333334	-3.95	N=599	13	16	-1
-75.0833333333334	-4.95	N=709	14	16	-1
-58.0833333333333	-4.95	N=373	15	16	-1
-59.3333333333333	-5.95	N=343	16	16	-1
-42.3333333333333	-5.95	N=30	17	16	-1
-43.0833333333333	-4.95	N=200	18	16	-1
-31.0833333333333	-4.95	N=48	19	16	-1
17.4166666666667	-2.95	N=106	20	16	-1
36.4166666666667	-2.95	N=603	21	16	-1
-88.3333333333333	-5.95	N=569	22	16	-1
-76.3333333333334	-5.95	N=140	23	16	-1
-13.5833333333333	-2.95	N=52	24	16	-1
-1.58333333333333	-2.95	N=168	25	16	-1
11.4166666666667	-3.95	N=37	26	16	-1
23.4166666666667	-3.95	N=69	27	16	-1
-66.3333333333334	-6.95	N=287	28	16	-1
-52.3333333333333	-6.95	N=56	29	16	-1
-72.3333333333333	-7.95	N=167	30	16	-1
-60.3333333333334	-7.95	N=120	31	16	-1
-19.0833333333333	-4.95	N=77	32	16	-1
-7.08333333333334	-4.95	*N=83	33	16	-1
0	0.05	N=3066	1	17	-1
-9	-0.95	N=2309	2	17	-1
9	-0.95	N=757	3	17	-1
-20.25	-1.95	N=2089	4	17	-1
-8.25	-1.95	N=220	5	17	-1
-50.5833333333333	-2.95	N=1681	6	17	-1
-31.5833333333333	-2.95	N=408	7	17	-1
6.75	-1.95	N=709	8	17	-1
21.75	-1.95	*N=48	9	17	-1
-32.5833333333333	-3.95	N=248	10	17	-1
-17.5833333333333	-3.95	N=160	11	17	-1
-66.5833333333334	-3.95	N=1082	12	17	-1
-47.5833333333334	-3.95	N=599	13	17	-1
-75.0833333333334	-4.95	N=709	14	17	-1
-58.0833333333333	-4.95	N=373	15	17	-1
-59.3333333333333	-5.95	N=343	16	17	-1
-42.3333333333333	-5.95	N=30	17	17	-1
-43.0833333333333	-4.95	N=200	18	17	-1
-31.0833333333333	-4.95	N=48	19	17	-1
17.4166666666667	-2.95	N=106	20	17	-1
36.4166666666667	-2.95	N=603	21	17	-1
-88.3333333333333	-5.95	N=569	22	17	-1
-76.3333333333334	-5.95	N=140	23	17	-1
-13.5833333333333	-2.95	N=52	24	17	-1
-1.58333333333333	-2.95	N=168	25	17	-1
11.4166666666667	-3.95	N=37	26	17	-1
23.4166666666667	-3.95	N=69	27	17	-1
-66.3333333333334	-6.95	N=287	28	17	-1
-52.3333333333333	-6.95	N=56	29	17	-1
-73.3333333333334	-7.95	N=167	30	17	-1
-59.3333333333333	-7.95	N=120	31	17	-1
-19.0833333333333	-4.95	N=77	32	17	-1
-7.08333333333334	-4.95	*N=83	33	17	-1
-79.3333333333333	-8.95	N=138	34	17	-1
-67.3333333333333	-8.95	N=29	35	17	-1
0	0.05	N=3066	1	18	-1
-9	-0.95	N=2309	2	18	-1
9	-0.95	N=757	3	18	-1
-20.25	-1.95	N=2089	4	18	-1
-8.25	-1.95	N=220	5	18	-1
-50.5833333333333	-2.95	N=1681	6	18	-1
-31.5833333333333	-2.95	N=408	7	18	-1
6.75	-1.95	N=709	8	18	-1
21.75	-1.95	*N=48	9	18	-1
-32.5833333333333	-3.95	N=248	10	18	-1
-17.5833333333333	-3.95	N=160	11	18	-1
-66.5833333333334	-3.95	N=1082	12	18	-1
-47.5833333333334	-3.95	N=599	13	18	-1
-75.0833333333334	-4.95	N=709	14	18	-1
-58.0833333333333	-4.95	N=373	15	18	-1
-59.3333333333333	-5.95	N=343	16	18	-1
-42.3333333333333	-5.95	N=30	17	18	-1
-43.0833333333333	-4.95	N=200	18	18	-1
-31.0833333333333	-4.95	N=48	19	18	-1
17.4166666666667	-2.95	N=106	20	18	-1
36.4166666666667	-2.95	N=603	21	18	-1
-88.3333333333333	-5.95	N=569	22	18	-1
-76.3333333333334	-5.95	N=140	23	18	-1
-13.5833333333333	-2.95	N=52	24	18	-1
-1.58333333333333	-2.95	N=168	25	18	-1
11.4166666666667	-3.95	N=37	26	18	-1
23.4166666666667	-3.95	N=69	27	18	-1
-66.3333333333334	-6.95	N=287	28	18	-1
-52.3333333333333	-6.95	N=56	29	18	-1
-73.3333333333334	-7.95	N=167	30	18	-1
-59.3333333333333	-7.95	N=120	31	18	-1
-19.0833333333333	-4.95	N=77	32	18	-1
-7.08333333333334	-4.95	*N=83	33	18	-1
-80.8333333333333	-8.95	N=138	34	18	-1
-65.8333333333334	-8.95	N=29	35	18	-1
-86.8333333333334	-9.95	N=118	36	18	-1
-74.8333333333333	-9.95	N=20	37	18	-1
0	0.05	N=3066	1	19	-1
-9	-0.95	N=2309	2	19	-1
9	-0.95	N=757	3	19	-1
-20.25	-1.95	N=2089	4	19	-1
-8.25	-1.95	N=220	5	19	-1
-50.5833333333333	-2.95	N=1681	6	19	-1
-31.5833333333333	-2.95	N=408	7	19	-1
6.75	-1.95	N=709	8	19	-1
21.75	-1.95	*N=48	9	19	-1
-32.5833333333333	-3.95	N=248	10	19	-1
-17.5833333333333	-3.95	N=160	11	19	-1
-66.5833333333334	-3.95	N=1082	12	19	-1
-47.5833333333334	-3.95	N=599	13	19	-1
-75.0833333333334	-4.95	N=709	14	19	-1
-58.0833333333333	-4.95	N=373	15	19	-1
-59.3333333333333	-5.95	N=343	16	19	-1
-42.3333333333333	-5.95	N=30	17	19	-1
-43.0833333333333	-4.95	N=200	18	19	-1
-31.0833333333333	-4.95	N=48	19	19	-1
17.4166666666667	-2.95	N=106	20	19	-1
36.4166666666667	-2.95	N=603	21	19	-1
-88.3333333333333	-5.95	N=569	22	19	-1
-76.3333333333334	-5.95	N=140	23	19	-1
-13.5833333333333	-2.95	N=52	24	19	-1
-1.58333333333333	-2.95	N=168	25	19	-1
8.91666666666667	-3.95	N=37	26	19	-1
20.9166666666667	-3.95	N=69	27	19	-1
-66.3333333333334	-6.95	N=287	28	19	-1
-52.3333333333333	-6.95	N=56	29	19	-1
-73.3333333333334	-7.95	N=167	30	19	-1
-59.3333333333333	-7.95	N=120	31	19	-1
-19.0833333333333	-4.95	N=77	32	19	-1
-7.08333333333334	-4.95	*N=83	33	19	-1
-80.8333333333333	-8.95	N=138	34	19	-1
-65.8333333333334	-8.95	N=29	35	19	-1
-86.8333333333334	-9.95	N=118	36	19	-1
-74.8333333333333	-9.95	N=20	37	19	-1
32.9166666666667	-3.95	N=254	38	19	-1
44.9166666666667	-3.95	N=349	39	19	-1
0	0.05	N=3066	1	20	-1
-9	-0.95	N=2309	2	20	-1
9	-0.95	N=757	3	20	-1
-20.25	-1.95	N=2089	4	20	-1
-8.25	-1.95	N=220	5	20	-1
-50.5833333333333	-2.95	N=1681	6	20	-1
-31.5833333333333	-2.95	N=408	7	20	-1
6.75	-1.95	N=709	8	20	-1
21.75	-1.95	*N=48	9	20	-1
-32.5833333333333	-3.95	N=248	10	20	-1
-17.5833333333333	-3.95	N=160	11	20	-1
-66.5833333333334	-3.95	N=1082	12	20	-1
-47.5833333333334	-3.95	N=599	13	20	-1
-75.0833333333334	-4.95	N=709	14	20	-1
-58.0833333333333	-4.95	N=373	15	20	-1
-59.3333333333333	-5.95	N=343	16	20	-1
-42.3333333333333	-5.95	N=30	17	20	-1
-43.0833333333333	-4.95	N=200	18	20	-1
-31.0833333333333	-4.95	N=48	19	20	-1
17.4166666666667	-2.95	N=106	20	20	-1
36.4166666666667	-2.95	N=603	21	20	-1
-88.3333333333333	-5.95	N=569	22	20	-1
-76.3333333333334	-5.95	N=140	23	20	-1
-13.5833333333333	-2.95	N=52	24	20	-1
-1.58333333333333	-2.95	N=168	25	20	-1
8.91666666666667	-3.95	N=37	26	20	-1
20.9166666666667	-3.95	N=69	27	20	-1
-66.3333333333334	-6.95	N=287	28	20	-1
-52.3333333333333	-6.95	N=56	29	20	-1
-74.3333333333333	-7.95	N=167	30	20	-1
-58.3333333333334	-7.95	N=120	31	20	-1
-19.0833333333333	-4.95	N=77	32	20	-1
-7.08333333333334	-4.95	*N=83	33	20	-1
-86.5833333333334	-8.95	N=138	34	20	-1
-71.5833333333334	-8.95	N=29	35	20	-1
-92.5833333333333	-9.95	N=118	36	20	-1
-80.5833333333334	-9.95	N=20	37	20	-1
32.9166666666667	-3.95	N=254	38	20	-1
44.9166666666667	-3.95	N=349	39	20	-1
-59.5833333333334	-8.95	N=37	40	20	-1
-47.5833333333334	-8.95	N=83	41	20	-1
0	0.05	N=3066	1	21	-1
-9	-0.95	N=2309	2	21	-1
9	-0.95	N=757	3	21	-1
-20.25	-1.95	N=2089	4	21	-1
-8.25	-1.95	N=220	5	21	-1
-50.5833333333333	-2.95	N=1681	6	21	-1
-31.5833333333333	-2.95	N=408	7	21	-1
6.75	-1.95	N=709	8	21	-1
21.75	-1.95	*N=48	9	21	-1
-32.5833333333333	-3.95	N=248	10	21	-1
-17.5833333333333	-3.95	N=160	11	21	-1
-66.5833333333334	-3.95	N=1082	12	21	-1
-47.5833333333334	-3.95	N=599	13	21	-1
-75.9166666666667	-4.95	N=709	14	21	-1
-58.9166666666667	-4.95	N=373	15	21	-1
-60.1666666666667	-5.95	N=343	16	21	-1
-43.1666666666667	-5.95	N=30	17	21	-1
-44.9166666666667	-4.95	N=200	18	21	-1
-32.9166666666667	-4.95	N=48	19	21	-1
17.4166666666667	-2.95	N=106	20	21	-1
36.4166666666667	-2.95	N=603	21	21	-1
-89.1666666666667	-5.95	N=569	22	21	-1
-77.1666666666667	-5.95	N=140	23	21	-1
-13.5833333333333	-2.95	N=52	24	21	-1
-1.58333333333333	-2.95	N=168	25	21	-1
8.91666666666667	-3.95	N=37	26	21	-1
20.9166666666667	-3.95	N=69	27	21	-1
-67.1666666666667	-6.95	N=287	28	21	-1
-53.1666666666667	-6.95	N=56	29	21	-1
-75.1666666666667	-7.95	N=167	30	21	-1
-59.1666666666667	-7.95	N=120	31	21	-1
-17.9166666666667	-4.95	N=77	32	21	-1
-2.91666666666667	-4.95	*N=83	33	21	-1
-87.4166666666667	-8.95	N=138	34	21	-1
-72.4166666666667	-8.95	N=29	35	21	-1
-93.4166666666667	-9.95	N=118	36	21	-1
-81.4166666666667	-9.95	N=20	37	21	-1
32.9166666666667	-3.95	N=254	38	21	-1
44.9166666666667	-3.95	N=349	39	21	-1
-60.4166666666667	-8.95	N=37	40	21	-1
-48.4166666666667	-8.95	N=83	41	21	-1
-23.9166666666667	-5.95	N=41	42	21	-1
-11.9166666666667	-5.95	N=36	43	21	-1
0	0.05	N=3066	1	22	-1
-9	-0.95	N=2309	2	22	-1
9	-0.95	N=757	3	22	-1
-20.25	-1.95	N=2089	4	22	-1
-8.25	-1.95	N=220	5	22	-1
-50.5833333333333	-2.95	N=1681	6	22	-1
-31.5833333333333	-2.95	N=408	7	22	-1
6.75	-1.95	N=709	8	22	-1
21.75	-1.95	*N=48	9	22	-1
-32.5833333333333	-3.95	N=248	10	22	-1
-17.5833333333333	-3.95	N=160	11	22	-1
-66.5833333333334	-3.95	N=1082	12	22	-1
-47.5833333333334	-3.95	N=599	13	22	-1
-79.4166666666667	-4.95	N=709	14	22	-1
-62.4166666666667	-4.95	N=373	15	22	-1
-70.5416666666667	-5.95	N=343	16	22	-1
-53.5416666666667	-5.95	N=30	17	22	-1
-45.4166666666667	-4.95	N=200	18	22	-1
-30.4166666666667	-4.95	N=48	19	22	-1
17.4166666666667	-2.95	N=106	20	22	-1
36.4166666666667	-2.95	N=603	21	22	-1
-99.5416666666667	-5.95	N=569	22	22	-1
-87.5416666666667	-5.95	N=140	23	22	-1
-13.5833333333333	-2.95	N=52	24	22	-1
-1.58333333333333	-2.95	N=168	25	22	-1
8.91666666666667	-3.95	N=37	26	22	-1
20.9166666666667	-3.95	N=69	27	22	-1
-77.5416666666667	-6.95	N=287	28	22	-1
-63.5416666666667	-6.95	N=56	29	22	-1
-85.5416666666667	-7.95	N=167	30	22	-1
-69.5416666666667	-7.95	N=120	31	22	-1
-15.4166666666667	-4.95	N=77	32	22	-1
-0.416666666666675	-4.95	*N=83	33	22	-1
-97.7916666666667	-8.95	N=138	34	22	-1
-82.7916666666667	-8.95	N=29	35	22	-1
-103.791666666667	-9.95	N=118	36	22	-1
-91.7916666666667	-9.95	N=20	37	22	-1
32.9166666666667	-3.95	N=254	38	22	-1
44.9166666666667	-3.95	N=349	39	22	-1
-70.7916666666667	-8.95	N=37	40	22	-1
-58.7916666666667	-8.95	N=83	41	22	-1
-17.5416666666667	-5.95	N=41	42	22	-1
-5.54166666666666	-5.95	N=36	43	22	-1
-41.5416666666667	-5.95	N=141	44	22	-1
-29.5416666666667	-5.95	N=59	45	22	-1
0	0.05	N=3066	1	23	-1
-9	-0.95	N=2309	2	23	-1
9	-0.95	N=757	3	23	-1
-20.25	-1.95	N=2089	4	23	-1
-8.25	-1.95	N=220	5	23	-1
-50.5833333333333	-2.95	N=1681	6	23	-1
-31.5833333333333	-2.95	N=408	7	23	-1
6.75	-1.95	N=709	8	23	-1
21.75	-1.95	*N=48	9	23	-1
-32.5833333333333	-3.95	N=248	10	23	-1
-17.5833333333333	-3.95	N=160	11	23	-1
-66.5833333333334	-3.95	N=1082	12	23	-1
-47.5833333333334	-3.95	N=599	13	23	-1
-79.4166666666667	-4.95	N=709	14	23	-1
-62.4166666666667	-4.95	N=373	15	23	-1
-70.5416666666667	-5.95	N=343	16	23	-1
-53.5416666666667	-5.95	N=30	17	23	-1
-45.4166666666667	-4.95	N=200	18	23	-1
-30.4166666666667	-4.95	N=48	19	23	-1
17.4166666666667	-2.95	N=106	20	23	-1
36.4166666666667	-2.95	N=603	21	23	-1
-99.5416666666667	-5.95	N=569	22	23	-1
-87.5416666666667	-5.95	N=140	23	23	-1
-13.5833333333333	-2.95	N=52	24	23	-1
-1.58333333333333	-2.95	N=168	25	23	-1
8.91666666666667	-3.95	N=37	26	23	-1
20.9166666666667	-3.95	N=69	27	23	-1
-77.5416666666667	-6.95	N=287	28	23	-1
-63.5416666666667	-6.95	N=56	29	23	-1
-85.5416666666667	-7.95	N=167	30	23	-1
-69.5416666666667	-7.95	N=120	31	23	-1
-15.4166666666667	-4.95	N=77	32	23	-1
-0.416666666666675	-4.95	*N=83	33	23	-1
-97.7916666666667	-8.95	N=138	34	23	-1
-82.7916666666667	-8.95	N=29	35	23	-1
-103.791666666667	-9.95	N=118	36	23	-1
-91.7916666666667	-9.95	N=20	37	23	-1
32.9166666666667	-3.95	N=254	38	23	-1
44.9166666666667	-3.95	N=349	39	23	-1
-70.7916666666667	-8.95	N=37	40	23	-1
-58.7916666666667	-8.95	N=83	41	23	-1
-17.5416666666667	-5.95	N=41	42	23	-1
-5.54166666666666	-5.95	N=36	43	23	-1
-41.5416666666667	-5.95	N=141	44	23	-1
-29.5416666666667	-5.95	N=59	45	23	-1
-47.5416666666667	-6.95	N=107	46	23	-1
-35.5416666666667	-6.95	N=34	47	23	-1
0	0.05	N=3066	1	24	-1
-9	-0.95	N=2309	2	24	-1
9	-0.95	N=757	3	24	-1
-20.25	-1.95	N=2089	4	24	-1
-8.25	-1.95	N=220	5	24	-1
-50.5833333333333	-2.95	N=1681	6	24	-1
-31.5833333333333	-2.95	N=408	7	24	-1
6.75	-1.95	N=709	8	24	-1
21.75	-1.95	*N=48	9	24	-1
-32.5833333333333	-3.95	N=248	10	24	-1
-17.5833333333333	-3.95	N=160	11	24	-1
-66.5833333333334	-3.95	N=1082	12	24	-1
-47.5833333333334	-3.95	N=599	13	24	-1
-79.4166666666667	-4.95	N=709	14	24	-1
-62.4166666666667	-4.95	N=373	15	24	-1
-70.5416666666667	-5.95	N=343	16	24	-1
-53.5416666666667	-5.95	N=30	17	24	-1
-45.4166666666667	-4.95	N=200	18	24	-1
-30.4166666666667	-4.95	N=48	19	24	-1
17.4166666666667	-2.95	N=106	20	24	-1
36.4166666666667	-2.95	N=603	21	24	-1
-99.5416666666667	-5.95	N=569	22	24	-1
-87.5416666666667	-5.95	N=140	23	24	-1
-13.5833333333333	-2.95	N=52	24	24	-1
-1.58333333333333	-2.95	N=168	25	24	-1
5.91666666666667	-3.95	N=37	26	24	-1
17.9166666666667	-3.95	N=69	27	24	-1
-77.5416666666667	-6.95	N=287	28	24	-1
-63.5416666666667	-6.95	N=56	29	24	-1
-85.5416666666667	-7.95	N=167	30	24	-1
-69.5416666666667	-7.95	N=120	31	24	-1
